Title,Author,Year,Country,Region,Continent,Read,OriginalLanguage,Pages,Description,Tags,Category
The Words,Jean-Paul Sartre,1964,France,Western Europe,Europe,,French,250,A book from France.,,Nonfiction
Manhood,Michel Leiris,1939,France,Western Europe,Europe,,French,180,A book from France.,,Nonfiction
Camera Lucida,Roland Barthes,1980,France,Western Europe,Europe,,French,110,A book from France.,,Nonfiction
Memoirs of a Dutiful Daughter,Simone de Beauvoir,1958,France,Western Europe,Europe,,French,380,A book from France.,,Nonfiction
The Years,Annie Ernaux,2008,France,Western Europe,Europe,,French,240,A book from France.,,Nonfiction
The Harem Years,Huda Sha'arawi,1981,Egypt,Northern Africa,Africa,,Arabic,200,A book from Egypt.,,Nonfiction
A Daughter of Isis,Nawal El Saadawi,1999,Egypt,Northern Africa,Africa,,Arabic,300,A book from Egypt.,,Nonfiction
Dreams of Trespass,Fatima Mernissi,1994,Morocco,Northern Africa,Africa,,English,250,A book from Morocco.,,Nonfiction
The Locust and the Bird,Hanan al-Shaykh,2009,Lebanon,Western Asia,Asia,,Arabic,280,A book from Lebanon.,,Nonfiction
The First Well,Jabra Ibrahim Jabra,1987,Palestine,Western Asia,Asia,,Arabic,150,A book from Palestine/Iraq.,,Nonfiction
The Story of My Experiments with Truth,Mahatma Gandhi,1927,India,Southern Asia,Asia,,Gujarati,500,A book from India.,,Nonfiction
My Story,Kamala Das,1976,India,Southern Asia,Asia,,Malayalam,250,A book from India.,,Nonfiction
An Area of Darkness,V.S. Naipaul,1964,Trinidad,Caribbean,North America,,English,300,A book from Trinidad/UK.,,Nonfiction
Running in the Family,Michael Ondaatje,1982,Canada,Northern America,North America,,English,220,A book from Canada/Sri Lanka.,,Nonfiction
The Mute's Soliloquy,Pramoedya Ananta Toer,1995,Indonesia,South-Eastern Asia,Asia,,Indonesian,350,A book from Indonesia.,,Nonfiction
When Heaven and Earth Changed Places,Le Ly Hayslip,1989,Vietnam,South-Eastern Asia,Asia,,English,400,A book from Vietnam/USA.,,Nonfiction
Wild Swans,Jung Chang,1991,China,Eastern Asia,Asia,,English,600,A book from China/UK.,,Nonfiction
Life and Death in Shanghai,Nien Cheng,1986,China,Eastern Asia,Asia,,English,500,A book from China/USA.,,Nonfiction
This House of Grief,Helen Garner,2014,Australia,Australia and New Zealand,Oceania,,English,306,A book from Australia.,,Nonfiction
My Place,Sally Morgan,1987,Australia,Australia and New Zealand,Oceania,,English,350,A book from Australia.,,Nonfiction
The Diary of a Young Girl,Anne Frank,1947,Netherlands,Western Europe,Europe,1,Dutch,340,A book from Netherlands/Germany.,,Nonfiction
An Interrupted Life,Etty Hillesum,1981,Netherlands,Western Europe,Europe,,Dutch,360,A book from Netherlands.,,Nonfiction
The African Child,Camara Laye,1953,Guinea,Western Africa,Africa,,French,180,A book from Guinea.,,Novel
"Amkoullel, the Fula Boy",Amadou Hampate Ba,1991,Mali,Western Africa,Africa,,French,430,A book from Mali.,,Nonfiction
The Barefoot Woman,Scholastique Mukasonga,2008,Rwanda,Eastern Africa,Africa,,French,170,A book from Rwanda/France.,,Nonfiction
Aké: The Years of Childhood,Wole Soyinka,1981,Nigeria,Western Africa,Africa,,English,230,A book from Nigeria.,,Nonfiction
There Was a Country,Chinua Achebe,2012,Nigeria,Western Africa,Africa,,English,270,A book from Nigeria.,,Nonfiction
A Woman Alone,Bessie Head,1990,Botswana,Southern Africa,Africa,,English,200,A book from South Africa/Botswana.,,Nonfiction
Dreams in a Time of War,Ngugi wa Thiong'o,2010,Kenya,Eastern Africa,Africa,1,English,250,A book from Kenya.,,Nonfiction
Unbowed,Wangari Maathai,2006,Kenya,Eastern Africa,Africa,,English,350,A book from Kenya.,,Nonfiction
Christ Stopped at Eboli,Carlo Levi,1945,Italy,Southern Europe,Europe,,Italian,270,A book from Italy.,,Nonfiction
If This Is a Man,Primo Levi,1947,Italy,Southern Europe,Europe,,Italian,200,A book from Italy.,,Nonfiction
The Periodic Table,Primo Levi,1975,Italy,Southern Europe,Europe,1,Italian,250,A book from Italy.,,Nonfiction
Family Lexicon,Natalia Ginzburg,1963,Italy,Southern Europe,Europe,,Italian,200,A book from Italy.,,Nonfiction
A Tale of Love and Darkness,Amos Oz,2002,Israel,Western Asia,Asia,,Hebrew,500,A book from Israel.,,Nonfiction
The Rings of Saturn,W.G. Sebald,1995,Germany,Western Europe,Europe,,German,300,A book from Germany.,,Nonfiction
Memoirs,Pablo Neruda,1974,Chile,South America,South America,,Spanish,384,"The classic and deeply moving memoir by Pablo Neruda, the most widely read political poet of our time and winner of the Nobel Prize

The south of Chile was a frontier wilderness when Pablo Neruda was born in 1904. In these memoirs he retraces his bohemian student years in Santiago; his sojourns as Chilean consul in Burma, Ceylon, and Java, in Spain during the civil war, and in Mexico; and his service as a Chilean senator. Neruda, a Communist, was driven from his senate seat in 1948, and a warrant was issued for his arrest. After a year in hiding, he escaped on horseback over the Andes and then to Europe; his travels took him to Russia, Eastern Europe, and China before he was finally able to return home in 1952. The final section of the memoirs was written after the coup in 1972 that overthrew Neruda's friend Salvador Allende.

Many of the century's most important literary and artistic figures were Neruda's friends, and figure in his memoirs--Garcia Lorca, Aragon, Picasso, and Rivera, among them--and also such political leaders as Gandhi, Nehru, Mao, Castro, and Che Guevara. In his uniquely expressive prose, Neruda not only explains his views on poetry and describes the circumstances that inspired many of his poems, but he creates a revealing record of his life as a poet, a patriot, and one of the twentieth century's true men of conscience.",,Nonfiction
Living to Tell the Tale,Gabriel Garcia Marquez,2002,Colombia,South America,South America,,Spanish,580,A book from Colombia.,,Nonfiction
A Small Place,Jamaica Kincaid,1988,Antigua,Caribbean,North America,1,English,80,A book from Antigua/USA.,,Nonfiction
Notes of a Native Son,James Baldwin,1955,USA,Northern America,North America,,English,175,A book from USA.,,Nonfiction
I Know Why the Caged Bird Sings,Maya Angelou,1969,USA,Northern America,North America,,English,281,A book from USA.,,Nonfiction
Slouching Towards Bethlehem,Joan Didion,1968,USA,Northern America,North America,,English,238,A book from USA.,,Nonfiction
In Cold Blood,Truman Capote,1966,USA,Northern America,North America,1,English,343,A book from USA.,,Nonfiction
My Life,Marc Chagall,1922,France,Western Europe,Europe,,French,200,"Marc Chagall, one of the twentieth century's most popular artists, grew up in a close-knit, bustling Russian-Jewish community, the son of a herring seller. In his colourful, dreamlike autobiography, written as he was about to leave his homeland for good in 1922, he vividly brings to life the memories and places that fed into his unique work, from his shtetl childhood to revolutionary Russia and Belle Èpoque Paris.

Filled with Chagall's own evocative illustrations, My Life is as warm, joyful and humane as his art.

'Chagall writes as whimsically as he paints: lovingly ofother people, humorously and lovingly of himself' Daily Mail

'Anyone who likes Chagall's paintings will enjoy this book:the work of an unteachable, unspoiled folk artist' Evening Standard",,Nonfiction
The Histories,Herodotus,430 BC,Ancient Greece,Southern Europe,Europe,,Ancient Greek,700,A book from Greece.,,Nonfiction
Meditations,Marcus Aurelius,180,Ancient Rome,Southern Europe,Europe,,Ancient Greek,250,A book from Rome.,,Nonfiction
Letters from a Stoic,Seneca,65,Ancient Rome,Southern Europe,Europe,,Latin,352,"For several years of his turbulent life, in which he was dogged by ill health, exile and danger, Seneca was the guiding hand of the Roman Empire. This selection of Seneca's letters shows him upholding the ideals of Stoicism – the wisdom of the self-possessed person immune to life's setbacks – while valuing friendship and courage, and criticizing the harsh treatment of slaves and the cruelties in the gladiatorial arena. The humanity and wit revealed in Seneca's interpretation of Stoicism is a moving and inspiring declaration of the dignity of the individual mind.",,Nonfiction
Letters,Pliny the Younger,100,Ancient Rome,Southern Europe,Europe,,Latin,400,A book from Rome.,,Nonfiction
The Annals,Tacitus,117,Ancient Rome,Southern Europe,Europe,,Latin,500,A book from Rome.,,Nonfiction
The Gossamer Years,Michitsuna no Haha,974,Japan,Eastern Asia,Asia,,Japanese,176,"This remarkably frank autobiographical diary and personal confession attempts to describe a difficult relationship as it reveals two tempestuous decades of the author's unhappy marriage and her growing indignation at rival wives and mistresses.

Too impetuous to be satisfied as a subsidiary wife, this beautiful (and unnamed) noblewoman of the Heian dynasty protests the marriage system of her time in one of Japanese literature's earliest attempts to portray difficult elements of the predominant social hierarchy.

A classic work of early Japanese prose, The Gossamer Years is an important example of the development of Heian literature, which, at its best, represents an extraordinary flowering of realistic expression, an attempt, unique for its age, to treat the human condition with frankness and honesty. A timeless and intimate glimpse into the culture of ancient Japan, this translation by Edward Seidensticker paints a revealing picture of married life in the Heian period.",,Nonfiction
